0,-9.2568,0.90333,-0.086941
2.0134,67.472,0.39517,-0.090267
4.0268,51.436,0.18523,0.16184
6.0403,63.106,0.074492,-0.060412
8.0537,40.188,0.029462,0.18721
10.067,54.627,0.17013,0.18739
12.081,42.811,-0.2746,0.15028
14.094,42.451,0.066081,0.15372
16.107,47.94,-0.10286,0.43661
18.121,26.934,0.18126,0.1976
20.134,21.8,-0.12614,0.24015
22.148,9.0853,0.0051097,0.18141
24.161,-5.5183,-0.14299,0.21626
26.174,10.685,-0.10424,0.26176
28.188,19.515,-0.039464,0.52921
30.201,0.5494,-0.034949,0.32218
32.215,-3.4312,-0.081053,0.30877
34.228,-14.795,0.17514,0.35321
36.242,11.834,0.085414,0.49642
38.255,-9.3504,0.28771,0.29471
40.268,6.4289,-0.042952,0.52104
42.282,-4.3353,0.1654,0.32605
44.295,-11.587,-0.32547,0.47132
46.309,2.63,0.099005,0.30367
48.322,1.2734,0.057601,0.5734
50.336,-10.803,-0.058012,0.60474
52.349,4.2464,0.10781,0.46982
54.362,9.3241,0.13608,0.59181
56.376,-10.856,0.16026,0.58828
58.389,-13.084,0.065088,0.70852
60.403,-6.0996,0.093195,0.60973
62.416,-6.8438,-0.1045,0.72003
64.43,-2.0812,-0.1698,0.60697
66.443,-13.776,-0.041493,0.56095
68.456,-3.4429,0.028924,0.63777
70.47,-0.016527,0.14744,0.63102
72.483,-9.6429,-0.12257,0.75796
74.497,-10.099,-0.075892,0.66683
76.51,-25.545,0.46119,0.59187
78.523,-24.862,-0.09653,0.67536
80.537,-28.191,0.29774,0.82944
82.55,-26.044,0.14902,0.66535
84.564,-14.451,-0.086486,0.64769
86.577,-30.474,-0.016521,0.83325
88.591,11.144,-0.03336,0.74614
90.604,-5.3904,0.073413,0.70397
92.617,-36.01,0.21174,0.67104
94.631,-26.33,-0.25394,0.59853
96.644,-15.196,0.31377,0.7819
98.658,-32.802,0.12059,0.73814
100.67,-19.44,-0.085106,0.81351
102.68,-2.8496,-0.019538,0.62856
104.7,-16.654,0.046449,0.93464
106.71,-15.816,0.045921,0.85079
108.72,-26.147,0.18618,0.63525
110.74,-21.522,0.16903,0.92409
112.75,-30.349,-0.055616,0.75233
114.77,-11.965,-0.020145,0.8538
116.78,-21.011,0.11376,0.85019
118.79,-7.8256,0.018657,0.73695
